PMID,Title,Publication Date,Abstract,FullTextLink
37594003,"""Weekend Facelifts"" Gone Wrong: Retrospective Analysis of the MAUDE Database on Thread-Lifting Complications From 2003-2023.","Aug, 2023","“Weekend Facelifts” Gone Wrong: Retrospective Analysis of the MAUDE Database on  Thread-Lifting Complications From 2003-2023 - Samantha Jo Albucker, Shari R. Lipner, 2023",No Full Text Available
37565059,Adverse Events and Subsequent Management Associated With Eustachian Tube Balloon Dilation.,"Aug, 2023","OBJECTIVE: Eustachian tube balloon dilation is a minimally invasive technique used to improve persistent Eustachian tube dysfunction. Currently, the US Food and Drug Administration (FDA) has approved the use of balloon dilation devices produced by three manufacturers, but little is known about associated adverse events and subsequent management. STUDY DESIGN: Case series. SETTING: FDA Manufacturer and User Facility Device Experience (MAUDE) database. METHODS: Reports submitted to the FDA using the MAUDE database searched from January 2000 to July 2022 were analyzed for adverse events and management. RESULTS: A total of 13 adverse events were found in the database. Subcutaneous emphysema (n = 8) was the most common event. Other less frequent events included patulous Eustachian tube (n = 2), vascular dissection (n = 1), nasopharyngeal mucocele (n = 1), and tinnitus (n = 1). A majority of patients who experienced subcutaneous emphysema received antibiotics (n = 5) and were admitted to the hospital (n = 4). The patient with a carotid dissection 7 days postprocedure presented with a stroke and fully recovered after stent placement. There was limited preprocedure information in the MAUDE database. There were 2 patients who did not fully recover after a complication. Three patients underwent corrective surgical interventions. No one company had more associated adverse events reported. CONCLUSION: Subcutaneous emphysema is the most common adverse event after Eustachian tube dilation. Further studies exploring potential balloon dilation adverse events to allow for better patient counseling are warranted.",No Full Text Available
37558289,Post-Shock Asystole in Patients Dying Out of Hospital While Wearing a Cardioverter Defibrillator.,"Aug, 2023","BACKGROUND: The wearable cardioverter-defibrillator (WCD) prevents sudden cardiac death due to ventricular tachycardia (VT) or ventricular fibrillation (VF) but does not pace for post-shock asystole (PS-A) or bradycardia (PS-B;<50 beats/ min). OBJECTIVES: The purpose of this study was to assess PS-A and PS-B in patients dying out of hospital (OOH) while wearing a WCD. METHODS: The database of the U.S. Food and Drug Administration Manufacturers and User Facility Device Experience (MAUDE) was queried for manufacturers' reports of OOH deaths while patients were wearing a WCD. Excluded were patients who did not receive a shock or were initially shocked for asystole or during resuscitation. RESULTS: From January 2017 to March 2022, 313 patients received an initial WCD shock for VF (n = 150), VT (n = 90), and non-VF/VT rhythms (n = 73). PS-A occurred in 204 patients (65.2%), and PS-B occurred in 111 (35.5%); 85 (41.7%) PS-A patients also had PS-B. Most PS-A patients (n = 185; 90.7%) had an initial shocked rhythm of VF or VT, but 19 patients (9.3%) were initially inappropriately shocked for atrial fibrillation/supraventricular tachycardia (n = 7) and idioventricular (n = 8) or sinus (n = 4) rhythm. PS-A occurred after the first WCD shock in 118 (63.8%) and after the first, second, or third shocks in 159 patients (85.9%). Seven patients had post-shock heart block. Eight patients had permanent pacemakers; 1 became nonfunctional after 1 shock, and 7 showed noncapture and/or asystole after 1 to 4 shocks. CONCLUSIONS: Post-shock asystole appears to be common in patients who die OOH after being shocked by a WCD for VF or VT. PS-A also occurs after inappropriate WCD shocks for non-VF/VT rhythms. Implanted pacemakers may not prevent PS-A after a WCD shock. WCD backup pacing should be explored.",No Full Text Available
37553285,Carotid artery dissections from transcarotid artery revascularization as reported by the Food and Drug Administration.,"Aug, 2023","OBJECTIVES: Transcarotid artery revascularization (TCAR) is a hybrid procedure that allows reversal of blood flow away from the brain while placing a stent through direct surgical access of the common carotid artery. It has been shown to have a lower risk of perioperative stroke compared with any prospective trial of transfemoral carotid artery stenting. However, intraoperative injuries related to the procedure and its management are not well characterized. One of the intraoperative complications seen in TCAR is iatrogenic carotid artery dissection (CD). We aim to add qualitative insight in further characterizing CDs and its management in this emerging technology. METHODS: The Food and Drug Administration (FDA) maintains the Manufacturer and User Facility Device Experience (MAUDE) database for surveillance of all medical devices approved for use. This database was queried for all cases associated with Silk Road Medical's ENROUTE Transcarotid Neuroprotection System from September 2016 to October 2020. Case narratives related to CD were individually analyzed to determine time of injury (intraoperative, recovery, and post-discharge follow-up). CD reporting was further analyzed for the associated procedural event at the time of injury, number of access attempts to CD repair, and type of CD repair. Reports associated with CD repair were further categorized into endovascular repair and open surgical repair. RESULTS: Of the 115 unique adverse events in the database, there were 58 CDs. Most were identified intraoperatively ( CONCLUSION: CD is the most common injury related to TCAR as reported on MAUDE. The most commonly reported procedural event associated with CD was sheath placement. The rate of intraoperative endovascular and open surgical CD repair was associated with whether the access to the true lumen of the carotid artery required additional access attempts or not. This should add qualitative insight among the vascular surgery community regarding intraoperative management of CDs from a TCAR procedure.",No Full Text Available
37544803,Editorial: Adverse events from intra-aortic balloon counterpulsation therapy: Insights from the MAUDE database.,"Aug, 2023","Editorial: Adverse events from intra-aortic balloon counterpulsation therapy: Insights from the  MAUDE database. - Abstract - Europe PMC  This website requires cookies, and the limited  processing of your personal data in order to function. By using the site you are agreeing  to this as outlined in our privacy notice and cookie policy.  Editorial: Adverse events  from intra-aortic balloon counterpulsation therapy: Insights from the MAUDE database.",No Full Text Available
37519343,Safety reporting of Essure medical device: a qualitative and quantitative assessment on the FDA manufacturer and user facility device experience database in 2018.,"Jul, 2023","BACKGROUND: There have been numerous cases of adverse events since the introduction of Essure medical devices for sterilization in 2002. This study analyzed the safety event reports of the Essure reported in the Manufacturer and User Facility Device Experience (MAUDE). METHODS: A retrospective analysis examined the MAUDE reports between Jan-1, 2018, and Oct-31, 2018 and focused on safety reports related to the Essure device. Safety reports were categorized and analyzed by their event type, device problem, patients' symptoms and the level of harm. Of this study cohort, 10% of samples were randomly selected for quantitative analyses. Thematic analysis was conducted for reports included death cases. RESULTS: A total of 4,994 eligible reports were analyzed. There were ten reports associated with individuals' deaths, and the main themes of safety reports from qualitative analysis were pains, bleeding, surgery, migraine, and infection. Quantitative analysis of 500 randomly selected samples showed that 98% of adverse event reports were associated with different injuries such as surgery, pain, bleeding, hysterectomy, and menorrhagia. Additionally, more than 90% of reports were submitted by the manufacturer. CONCLUSION: These findings indicated several safety issues of Essure. More meaningful pre- and post-marketing surveillance and regulation are warranted in the medical device market to ensure safety and effectiveness, including investigating complaints, promptly sharing relevant information with regulators and users, and implementing corrective actions.",No Full Text Available
37504239,Adverse Events Related to Direct-To-Consumer Sequential Aligners-A Study of the MAUDE Database.,"Jul, 2023","Background-Direct-to-consumer (DTC) sequential aligners promote ""teeth straightening"" at a low cost and with added patient convenience. DTC sequential aligners have risen in popularity among the general public and sparked debate among dental professionals. Dental professionals argue that using these aligners without an in-person diagnosis and treatment planning protocol set by a licensed dentist or orthodontist may lead to adverse effects on teeth and surrounding structures. The objective of this study is to describe adverse clinical events associated with the use of DTC sequential aligners as reported in the Food and Drug Administration's Manufacturer and User Facility Device Experience (FDA MAUDE) database. Methods-We searched the MAUDE database from 1 January 2010 to 31 December 2020 for the product code of 'NXC' (sequential aligners). The year, type of adverse event, reporter occupation, and event description were noted. Results-651 reports associated with sequential aligners were found, of which 104 were related to DTC sequential aligners. Fifty-four adverse events were reported in 2019. From the event description, 41.3% comprised bite problems, 29.8% comprised orofacial pain, and 26.6% of patients had some form of periodontal sequelae. Furthermore, 69.2% of the patients followed up after an adverse event with a dentist not associated with DTC aligners. Conclusions-The use of DTC sequential aligners without dental supervision has led to oral health problems, as documented in the MAUDE database. Commonly reported adverse events include bite problems, pain, sensitivity, and periodontal disease, and some adverse events are irreversible.",No Full Text Available
37497812,Understanding a decade of safety reporting for sacral neuromodulation in the Food and Drug Administration Manufacturer and User Facility Device Experience database.,"Jul, 2023","INTRODUCTION: Over 350 000 sacral neuromodulation (SNM) devices have been implanted since approval by the Food and Drug Administration (FDA) in 1998. SNM technology and clinical applications have evolved, with minimal safety updates after initial trials. We aim to provide an updated overview of real-world SNM safety. These insights will guide informed consent, preoperative counseling, and patient expectation-setting. MATERIALS AND METHODS: The FDA Manufacturer and User Facility Device Experience (MAUDE) database is a repository for medical device safety reports. We performed MAUDE categorical (1/1/98-12/31/10) and keyword (1/1/11-9/30/21) searches for ""Interstim."" A random sample of 1000 reports was reviewed and categorized by theme. To corroborate our MAUDE database analysis, a legal librarian searched the Public Access to Court Electronic Records (PACER) database, as well as Bloomberg Law's dockets database for all lawsuits related to SNM devices. RESULTS: Our search of the MAUDE database returned 44 122 SNM-related adverse events (AEs). The figure illustrates the prevalence of event categories in the random sample. The largest proportion of reports (25.6%) related to a patient's need for assistance with device use, followed by loss/change of efficacy (19.0%). Interestingly, a fall preceded issue onset in 32% of non-shock pain, 30% of lead/device migration, and 27% of painful shock reports. Our legal search revealed only four lawsuits: one for patient complications after an SNM device was used off-label, one case of transverse myelitis after implant, one for device migration or poor placement, and the fourth claimed the device malfunctioned requiring removal and causing permanent injury. CONCLUSIONS: This review confirms the real-world safety of SNM devices and very low complication rates as seen in the original clinical trials. Our findings indicate that 43.2% (95% confidence interval 40.1%-46.3%) of SNM ""complications"" are not AEs, per se, but rather reflect a need for improved technical support or more comprehensive informed consent to convey known device limitations to the patient, such as battery life. Similarly, the number of lawsuits is shockingly low for a device that has been in the market for 24 years, reinforcing the safety of the device. Legal cases involving SNM devices seem to relate to inappropriate patient selection-including at least one case in which SNM was used for a non-FDA approved indication-lack of appropriate follow-up, and/or provider inability to assist the patient with utilizing the device after implantation.",No Full Text Available
37485105,Coronary Intra-orbital Atherectomy Complications and Procedural Failure: Insight From the Manufacturer and User Facility Device Experience (MAUDE) Database.,"Jul, 2023","BACKGROUND: The Diamondback 360® Coronary Orbital Atherectomy System (Cardiovascular Systems Inc., St. Paul, MN) is the first and only orbital atherectomy system approved by the US FDA for the treatment of severely calcified lesions. While the device has proven to be safe in clinical trials, real-world data are minimal. METHODS: The Manufacturer and User Facility Device Experience (MAUDE) database was queried for reports on the Diamondback 360® Coronary from January 2019 to January 2022. RESULTS: A total of 566 events were reported during the study period. After the exclusion of duplicate reports, the final cohort included 547 reports. The most common mode of failure was break or separation of a device part (40.4%, n = 221) mainly due to breaking in the tip of the ViperWire (66.1%), driveshaft (22.7%), or crown (12.2%). The most common vessel associated with events was the left anterior descending artery (31.4%), followed by the right coronary artery (26.9%), left circumflex (21.6%), and left main coronary artery (6.4%). The most common clinical adverse outcome was perforation (33.0%, n = 181) with 23.7% resulting in cardiac tamponade. Most perforation cases were treated by covered stent (44.2%), surgery (30.5%), stent (98%), and balloon angioplasty (9%). There were 89 (16.3%) events of death with 67% due to perforation (p < 0.001). CONCLUSION: Our study provided a glimpse of real-world adverse outcomes and common modes of failure due to orbital atherectomy. The most common mode of failure was the break or separation of a device part and the most common complication was perforation according to the MAUDE database. It will help physicians to anticipate complications and escalate care appropriately.",No Full Text Available
37478536,Airway fires in otolaryngologic surgery: A database review.,"Jul, 2023","PURPOSE: An estimated 34 % of reported operating room fires involve the airway. Despite the inherent risks in otolaryngologic surgery, education regarding prevention and management of airway fires is limited in graduate medical training. One contributing factor is a lack of reporting of such rare events in our literature. METHODS: The U.S. Food and Drug Administration's Manufacturer and User Facility Device Experience database was queried for reports of adverse events related to fires occurring during surgical procedures of the airway from January 1, 2010, to March 31, 2020. RESULTS: 3687 reports were identified and 49 unique reports of airway fire were included. Sustained fires were described in 16 (32.7 %) reports and 33 (67.3 %) described transient flares. 2 fires extended beyond the airway and 9 (18.4 %) were noted to have occurred at the start of the case. Fires were reported most commonly during tonsillectomy (n = 22 [44.9 %]), vocal fold excision (n = 5 [10.2 %]), and adenoidectomy (n = 4 [8.2 %]). 46 reports attributed flare initiation to a specific element of the fire triangle. 16 patient and 2 operator injuries were reported. Saline washing was utilized in 7 (14.3 %) cases overall. Patients were extubated immediately in 2 (12.5 %) of the 16 reports of sustained fires. 0 mortalities were reported. CONCLUSION: Airway fires were reported in a variety of upper airway procedures performed regularly by otolaryngologists. The triggering factor that led to fire was identified as a spark or char in about half of the reported cases, and only 2 reports described immediate removal of the endotracheal tube.",No Full Text Available
37387528,Fat removal and risk accrual: A retrospective analysis of the MAUDE database on liposuction complications from 2013 to 2023.,"Jun, 2023","Abbreviations AE Adverse event FDA Food and Drug Administration MAUDE Manufacturer and User Facility Device Experience MDR Medical device report UAL Ultrasound-assisted liposuction Liposuction is one of the most popular cosmetic surgeries, with 211 067 liposuction procedures performed in the United States in 2020.[1] While liposuction is minimally invasive and reasonably safe, possible complications include burns, infection, abdominal wall injury, seroma, necrotizing fasciitis, deep vein thrombosis, and",No Full Text Available
37348092,Radiofrequency Ablation for Treatment of Leiomyomas: Review of the Manufacturer and User Facility Device Experience (MAUDE) Database.,"Jun, 2023","Radiofrequency ablation (RFA) is a relatively novel, increasingly popular treatment option for leiomyomas. We studied medical device-related reports of leiomyoma RFA devices to determine whether there are emerging device-related issues. The Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database was queried from 2012 through November 2022. Sixty unique reports, including adverse events and device malfunctions, were analyzed for both laparoscopic and transcervical RFA devices. Forty-three injury reports were reviewed. The most common adverse event was infection. Of the injury cases, 34.9% required additional surgical intervention. Although the details of each event are limited, these reports highlight the importance of postmarket surveillance of new technologies and the necessity of improving the current system of implementation and monitoring.",No Full Text Available
37343508,Otologic use of porcine small intestinal submucosal graft (biodesign): A MAUDE database review.,"Jun, 2023","OBJECTIVE: To review and summarize reported adverse events related to the use of porcine small intestine submucosal grafts (Biodesign™) in otologic procedures. STUDY DESIGN: Retrospective cross-sectional analysis. SETTING: Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database. MATERIAL AND METHODS: The MAUDE database was queried for all medical device reports (MDR) related to otologic use of Biodesign™ (Cook Medical, Bloomington, IN) from January 2016 to November 2022. Adverse events (AEs) were identified by reviewing all reports with the basic search term ""Biodesign"" and ""Biodesign, Otologic"". Reports were individually reviewed and categorized with special attention to AEs. RESULTS: A total of 500 reports were reviewed. Since FDA approval of Biodesign™ in 2016, there have been 5 adverse events reported for use of Biodesign™ during otologic surgery (tympanoplasty, n = 3; stapes surgery, n = 2). All reported events described patient injury, and all cases required at least one revision surgery. Four cases described significant foreign body inflammatory reactions. Complications included hearing loss (n = 3), severe otalgia (n = 2), persistent perforation (n = 2), vertigo (n = 2), and facial paralysis (n = 1). CONCLUSION: The use of porcine small intestinal submucosal graft has been thought to be a safe and effective option for otologic surgery, with the advantage of availability without graft harvest in minimally invasive endoscopic surgery. However, foreign body or granulomatous reactions have been documented and should be considered prior to its use in otologic surgery.",No Full Text Available
37341672,Adverse Events and Complications Associated With Vagal Nerve Stimulation: An Analysis of the Manufacturer And User Facility Device Experience Database.,"Jun, 2023","OBJECTIVE: Drug-resistant epilepsy (DRE) can have devastating consequences for patients and families. Vagal nerve stimulation (VNS) is used as a surgical adjunct for treating DRE not amenable to surgical resection. Although VNS is generally safe, it has its inherent complications. With the increasing number of implantations, adequate patient education with discussion of possible complications forms a critical aspect of informed consent and patient counseling. There is a lack of large-scale reviews of device malfunction, patient complaints, and surgically related complications available to date. MATERIALS AND METHODS: Complications associated with VNS implants performed between 2011 and 2021 were identified through a search of the United States Food and Drug Administration Manufacturer And User Facility Device Experience (MAUDE) data base. We found three models on the data base, CYBERONICS, INC pulse gen Demipulse 103, AspireSR 106, and SenTiva 1000. The reports were classified into three main groups, ""Device malfunction,"" ""Patient complaints,"" and ""Surgically managed complications."" RESULTS: A total of 5888 complications were reported over the ten-year period, of which 501 reports were inconclusive, 610 were unrelated, and 449 were deaths. In summary, there were 2272 reports for VNS 103, 1526 reports for VNS 106, and 530 reports for VNS 1000. Within VNS 103, 33% of reports were related to device malfunction, 33% to patient complaints, and 34% to surgically managed complications. For VNS 106, 35% were related to device malfunction, 24% to patient complaints, and 41% to surgically managed complications. Lastly, for VNS 1000, 8% were device malfunction, 45% patient complaints, and 47% surgically managed complications. CONCLUSION: We present an analysis of the MAUDE data base for adverse events and complications related to VNS. It is hoped that this description of complications and literature review will help promote further improvement in its safety profile, patient education, and management of both patient and clinician expectations.",No Full Text Available
37306231,"Surgical Fires Involving Alcohol-Based Preparation Solution, 1991-2020.","Jun, 2023","BACKGROUND: Alcohol-based skin preparations were first approved for surgical use in 1998 and have since become standard in most surgical fields. The purpose of this report is to examine incidence of surgical fires because of alcohol-based skin preparation and to understand how approval and regulation of alcohol-based skin preparations impacted trends in fires over time. METHODS: We identified all reported surgical fires resulting in patient or staff harm from 1991 through 2020 reported to the Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database. We examined incidence of fires because of these preparations, trends after approval and regulation, and common causes. RESULTS: We identified 674 reports of surgical fires resulting in harm to patients and surgical personnel, in which 84 involved an alcohol-based preparation. The time-adjusted model shows that from 1996 through 2006, there was a 26.4% increase in fires followed by a 9.7% decrease from 2007 to 2020. The decrease in fires was most rapid for head and neck and upper aerodigestive tract surgeries. Qualitative content analysis revealed improper surgical site preparation as well as close proximity of surgical sites to an oxygen source as the most common causes of fires. CONCLUSION: Since FDA approval, alcohol-based preparation solutions have been associated with a significant percentage of surgical fires. Warning label updates from 2006 to 2012 coupled with increased awareness efforts of associated risks of alcohol-based surgical solutions likely contributed to the decrease in fires. Improper surgical site preparation technique and close proximity of surgical sites to oxygen continue to be risk factors for fires. LEVEL OF EVIDENCE: 4 Laryngoscope, 134:607-613, 2024.",No Full Text Available
37302952,Characteristic adverse events with intra-aortic balloon pumps: An analysis of the U.S. Food and Drug Administration MAUDE database from 2016 to 2021.,"Jun, 2023","INTRODUCTION: The United States Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) dataset represents a unique source for post-market surveillance data on adverse events (AE). An analysis of AE with percutaneous mechanical circulatory support (pMCS) devices has previously been reported specifically for microaxial flow pumps. The characteristic AE for the intra-aortic balloon pump (IABP) have not been similarly analyzed or reported. MATERIAL AND METHODS: All events in the MAUDE dataset between January 1, 2016 and December 31, 2021 were reviewed involving the Linear, Mega and Sensation devices (Datascope/Getinge, Wayne New Jersey). Data was analyzed by two authors and categorized based on AE type, date, event type and device-related or patient-related AE. RESULTS: A total of 2795 AE were reported over five years. Device malfunction (91.4 %) was the most frequent classification followed by death (5.6 %) and injury (3.0 %). Catheter deformation/fracture/leak accounted for 37.9 % of total AEs. The most common patient event categorization was asymptomatic (90.8 %). Vessel damage/hemorrhage occurred in 1.4 % of reports. Death occurred in 5.6 % of reports and was associated with cardiac arrest in 110 of 156 events. Thrombus formation was described in 1.1 % of AEs. Device optic AE were common and unique to Sensation catheters. Calibration errors were also more common with Sensation (4.6 % versus 1.3 %) compared to other models. CONCLUSIONS: Publicly reported AE with IABPs are predominantly device malfunctions without clinical sequelae. Injury, vascular damage, bleeding and thrombosis AEs are not frequent amongst reported AEs. Emphasis should be placed on understanding mechanisms of device malfunction in order to improve both reliability and user experience.",No Full Text Available
37295507,"Microwave energy devices for hyperhidrosis are associated with infections, neurologic symptoms, and burns in a retrospective analysis of the Manufacturer and User Facility Device Experience database 2013-2022.","Jun, 2023","REFERENCES 1. Gabes M, Tischer C, Apfelbacher C, Quality of life working group of the Harmonising Outcome Measures for Eczema (HOME) initiative. Measurement properties of quality-of-life outcome measures for children and adults with eczema: an updated systematic review. Pediatr Allergy Immunol. 2020; 31 (1): 66-77. https://doi. org/10.1111/pai. 13120 2. Heinl D, Prinsen CAC, Sach T, et al. Measurement properties of quality-of-life measurement instruments for infants, children and adolescents with eczema: a systematic review. Br J",No Full Text Available
37292024,Complications and device failures associated with urolift: Findings from the MAUDE database.,"Jun, 2023","INTRODUCTION: Urolift is an established intervention for symptoms of bladder outflow obstruction caused by benign prostate enlargement. Reported advantages include its minimally invasive profile, short learning curve and feasibility as a day case procedure. Our aim was to use a national registry as a means to evaluate the nature of complications and device failures that have been documented to occur. METHODS: Retrospective review was performed of the US Manufacturer and User Facility Device Experience (MAUDE) database, a prospective register, which contains voluntarily submitted adverse events associated with surgical devices. Information collected include event timing, underlying cause, procedural completion, complications and mortality status. RESULTS: Between 2016 and 2023, 103 device failures, 5 intra-operative complications and 165 post-operative complications (early: 151, late: 14) were registered. The commonest device problem (56%,  CONCLUSION: While urolift is recognised as less invasive intervention compared to alternatives such as transurethral resection of the prostate, serious adverse events have been reported to occur including death. Our findings can provide learning points for surgeons and allow for improved patient counselling and treatment planning accordingly.",No Full Text Available
37278214,Complications of cochlear implants: a MAUDE database study.,"Jun, 2023","OBJECTIVE: A retrospective cross-sectional analysis was conducted of the US Food and Drug Administration's MAUDE (Manufacturer and User Facility Device Experience) database, to evaluate the complication profile of cochlear implantation according to manufacturer. METHODS: A review of the MAUDE database was conducted from 1 January 2010 to 31 December 2020. Complications, including infection, extrusion, facial nerve stimulation, meningitis and cerebrospinal fluid leak, were identified using key word searches. The categorised data were analysed using a chi-square test to determine a difference in global complication incidence between three major cochlear implant manufacturers: manufacturer A (Cochlear Limited), manufacturer B (Med-El) and manufacturer C (Advanced Bionics). RESULTS: A total of 31 857 adverse events were analysed. Implants of manufacturer C were associated with a statistically higher rate of infection (0.97 per cent), cerebrospinal fluid leak (0.07 per cent), extrusion (0.44 per cent) and facial nerve stimulation (0.11 per cent). Implants of manufacturer B were associated with a statistically higher rate of meningitis (0.07 per cent). CONCLUSION: Consideration of patient risk factors along with cochlear implant manufacturers can heighten awareness of cochlear implant complications pre-operatively, intra-operatively and post-operatively.",No Full Text Available
37267458,Analysis of Reported Adverse Events Related to Hemospray: An FDA MAUDE Database Study.,"Jun, 2023","BACKGROUND: Topical hemostatic powder is a mineral powder that forms an adherent barrier and coagulates active bleeding in the gastrointestinal (GI) tract. Hemospray is the first hemostatic powder approved by the Food and Drug Administration (FDA) in the United States. Hemospray has been increasingly used to manage GI bleeding. However, data on the adverse events of hemostatic powders are lacking. Therefore, we aim to report and analyze adverse events associated with Hemospray using the FDA's ""Manufacturer and User Facility Device Experience"" database. METHODS: We analyzed the postmarketing surveillance data from the FDA's Manufacturer and User Facility Device Experience database for Hemospray, initially known as TC-325, from June 2018 through April 2022. Results of the search were classified into device-related technical issues, patient-related adverse events and health care staff-related adverse events. RESULTS: Five hundred two medical device reporting claims were identified from June 2018 through April 2022. Seven duplicate claims were identified, and some claims included more than one event type. Therefore, there were 558 device-related problems, 28 patient-related adverse events, and 2 adverse events in health care staff members. The most common device-related problems were activation failure or failure to fire (n = 385, 70.0%) and obstruction of carbon dioxide flow (n = 121, 21.7). The most common patient-related adverse events included tissue injury or bleeding (n = 21) and perforation (n = 5). CONCLUSION: Although Hemospray is a valuable tool in the armamentarium for endoscopists in managing GI bleeding, endoscopists must be mindful of deice-related problems and potential patient-related adverse events.",No Full Text Available
37264590,Adverse Event Causes From 2022 for Four Continuous Glucose Monitors.,"Jun, 2023","BACKGROUND: Adverse events for continuous glucose monitors (CGMs) represent a significant issue for people with diabetes with 281 963 CGM adverse events occurring in 2022. The process to obtain adverse events and the US Food and Drug Administration (FDA) database that contains them are reviewed. METHODS: Tables were created in SQL Server for four CGM products (Dexcom G6, all versions of Abbott Libre, Medtronic Guardian 3, and Senseonics Eversense) containing either malfunction or injury adverse events sorted by the manufacturer's chosen product code. As the product code is not always clear (or appropriate), the causes of the events were determined from the text description of the adverse event. The resulting causes were listed in decreasing order in tables for each product and event type. RESULTS: A common effect of several event causes prevented the user from obtaining a result. Inaccuracy was also a frequent complaint. Other causes were specific to that device. CONCLUSIONS: Creating tables based on manufacturer problem codes for their CGMs, followed by analysis of the adverse event text, facilitates the analysis of event causes. Analyzing adverse event data is the first step in trying to reduce the number of adverse events.",No Full Text Available
37254239,The Use and Utility of Food and Drug Administration Adverse Event Data from the Manufacturer and User Facility Device Experience Database in Otology: A Systematic Review.,"May, 2023","OBJECTIVE: To review otology-related studies using the US Food and Drug Administration's Manufacturer and User Facility Device Experience (MAUDE) database to identify the opportunities and limitations of using MAUDE. DATABASES REVIEWED: PubMed, Science Direct, Web of Science, SCOPUS, and EMBASE. METHODS: All studies reporting otology-related adverse events extracted from MAUDE were included from June 20, 2002, to 2022. Two reviewers independently screened abstracts, selected articles for exclusion, extracted data, and appraised studies. Critical appraisal was done according to the National Institutes of Health quality assessment tool for case series. RESULTS: The search yielded 5,645 studies, of which 8 studies met the inclusion criteria. All eight studies were case series; three evaluated cochlear implants, two evaluated osseointegrated hearing implants, and one evaluated illuminated operating microscope use. Quality assessment revealed all studies to be of poor quality. The most common domains contributing to these ratings included unclear study population, lack of consecutive participants, comparability of participants, clear and consistent outcome measures, and appropriate statistical analysis. CONCLUSION: Otology studies using the MAUDE database are of poor quality. This was primarily due to MAUDE's structural limitations as a passive surveillance system using nonstandardized free-text reports. The quality of studies also suffered from inappropriate analysis of MAUDE data, given its design. The utility of MAUDE could be improved by implementing case report best practices and converting the free fields to allow controlled and adaptive responses wherever possible to help standardize adverse event reporting.",No Full Text Available
37225596,EDITORIAL COMMENT Re: Device Failure and Adverse Events Related to Single-use and Reusable Flexible Ureteroscopes: Findings and New Insights From an 11-Year Analysis of the Manufacturer and User Facility Device Experience Database. Urology. 2023 Jul;177:41-47.,"May, 2023",No Abstract Available,No Full Text Available
37222779,Complications associated with minimally invasive surgical therapies (MIST) for surgical management of benign prostatic hyperplasia: a Manufacturer and User Facility Device Experience (MAUDE) database review.,"May, 2023","PURPOSE: MAUDE database houses medical device reports of suspected device-related complications received by Food and Drug Administration. In the present study we aim to evaluate the MAUDE database for reported complications of MIST procedures. METHODS: The database was queried using keywords: rezum, urolift, prostate embolization (PAE), transurethral needle ablation (TUNA), transurethral microwave therapy (TUMT), prostate stent and Temporarily Implanted Nitinol Device (iTIND) on 10/1/22 to extract information regarding device problems and procedure-related complications. Gupta classification system was used to stratify complications. Statistical analysis was performed to compare frequency of complications among MIST procedures. RESULTS: We found a total of 692 reports (Rezum-358, urolift-226, PAE-53, TUNA-31, TUMT-19, prostatic stent-4, and iTIND-1). Most complications related to device or users were minor (level 1 and 2) and there was no significant difference among various MIST procedures. The screen/system error was responsible for 93% and 83% aborted cases in Rezum and TUNA, respectively, and PAE showed 40% of device component detachment/fracture. Overall Urolift and TUMT were associated with statistically significant higher incidence of major (level 3 and 4) complications (23% and 21%, respectively) as compared with Rezum (7%). Most major complications needing hospitalization after Urolift included hematoma and hematuria with clots and those after Rezum included urinary tract infection and sepsis. Thirteen deaths were reported, mostly due to cardiovascular events, which were classified as not associated with the proposed treatment. CONCLUSION: MIST for BPH can occasionally cause significant morbidity. Our data should assist urologists and patients in shared decision-making process.",No Full Text Available
37209414,Adverse events associated with AveirTM VR leadless pacemaker: A Food and Drug Administration MAUDE database study.,"May, 2023","BACKGROUND: Leadless pacemaker (LP) offers an innovative approach for treating bradyarrhythmia, thus avoiding pacemaker pocket and lead-related complications. The Food and Drug Administration (FDA) has recently approved the Aveir™ leadless pacing system (screw-in type LP). METHODS: We queried the FDA MAUDE database to study the safety profile and assess the types of complications with this relatively novel device technology. A MAUDE database search was conducted on January 20, 2023, for reports received post-FDA approval to capture all adverse events. RESULTS: A total of 98 medical device report were reported for Aveir™ LP. After excluding duplicate, programmer-related, or introducer-sheath-related entries (n = 34), 64 entries were included. The most commonly encountered problem was high threshold/noncapture (28.1%, 18 events), followed by stretched helix (17.2%, 11 events) and device dislodgement (15.6%, ten events-5 intraprocedural, while 5 in the postoperative Day 1). Other reported events included high impedance (14.1%, nine events), sensing issues (12.5%, eight events), bent/broken helix (7.8%, five events), premature separation (4.7%, three events), interrogation problem (3.1%, two events), low impedance (3.1%, two events), premature battery depletion (1.6%, one event) and inadvertent MRI mode switch (1.6%, one event) and miscellaneous (15.6%, n = 10). There were eight serious patient injury events-pericardial effusion requiring pericardiocentesis (7.8%, five events) due to cardiac perforation that resulted in two deaths (3.1%) followed by sustained ventricular arrhythmias (4.6%, n = 3). CONCLUSION: In our study assessing the real-world safety profile of the Aveir™ LP, serious adverse events have been reported-life-threatening ventricular arrhythmias, pericardial effusion, device explantation/reimplantation, and death.",No Full Text Available
